YouTube_ID,start seconds,label,train/test split,thumbnail,predicted_materials,predicted_sounds
eFKh6cYmQ4M,100,lighting firecrackers,train,https://img.youtube.com/vi/eFKh6cYmQ4M/0.jpg,Drywall,Fireworks banging
eFTLqAoDEvY,0,people burping,train,https://img.youtube.com/vi/eFTLqAoDEvY/0.jpg,Plastic,Pumping Water
eFmTcfhnFMI,10,playing snare drum,train,https://img.youtube.com/vi/eFmTcfhnFMI/0.jpg,Wood,Playing snare drum
eFr37MupVPM,500,driving buses,train,https://img.youtube.com/vi/eFr37MupVPM/0.jpg,Plastic,Movie
eFueCoTecKY,159,train wheels squealing,test,https://img.youtube.com/vi/eFueCoTecKY/0.jpg,Metal,A train is traveling down the tracks.
eFz53uW6Fho,130,chainsawing trees,train,https://img.youtube.com/vi/eFz53uW6Fho/0.jpg,Wood,A man cutting a tree trunk with a chainsaw.
eG-gc76KHd4,14,cap gun shooting,train,https://img.youtube.com/vi/eG-gc76KHd4/0.jpg,Metal,A gun
eG6MfB2HfOU,0,skateboarding,train,https://img.youtube.com/vi/eG6MfB2HfOU/0.jpg,Metal,Skateboarding
eG7p3phi1w4,190,eating with cutlery,train,https://img.youtube.com/vi/eG7p3phi1w4/0.jpg,Ceramic,A bowl of soup
eGU-BM9XcFc,0,skateboarding,train,https://img.youtube.com/vi/eGU-BM9XcFc/0.jpg,Dirt,Skateboarding
eGU-BM9XcFc,274,skateboarding,train,https://img.youtube.com/vi/eGU-BM9XcFc/0.jpg,Dirt,Skateboarding
eGWsm_VqstY,30,helicopter,train,https://img.youtube.com/vi/eGWsm_VqstY/0.jpg,Plastic,A video of airplanes flying in formation.
eGZ-4TonOgc,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/eGZ-4TonOgc/0.jpg,Metal,Driving motorcycle
eGZIu0nDy9A,16,church bell ringing,train,https://img.youtube.com/vi/eGZIu0nDy9A/0.jpg,Metal,Pumping water
eGdJsTtD6Sw,60,driving buses,train,https://img.youtube.com/vi/eGdJsTtD6Sw/0.jpg,Plastic,Driving buses
eGo1adGUTaA,200,"railroad car, train wagon",train,https://img.youtube.com/vi/eGo1adGUTaA/0.jpg,Metal,A train car
eGzcSSGZzqM,0,cap gun shooting,test,https://img.youtube.com/vi/eGzcSSGZzqM/0.jpg,Metal,A gun
eH3dtAXzW-g,30,people running,train,https://img.youtube.com/vi/eH3dtAXzW-g/0.jpg,Wood,A video of a large group of people running down a street.
eHAziqYEm3k,30,chainsawing trees,train,https://img.youtube.com/vi/eHAziqYEm3k/0.jpg,Wood,A video of a man climbing a tree.
eHNSA1uTChI,45,church bell ringing,train,https://img.youtube.com/vi/eHNSA1uTChI/0.jpg,Metal,"A bell

Question: What is the main subject of the image?

"
eHNSA1uTChI,61,church bell ringing,train,https://img.youtube.com/vi/eHNSA1uTChI/0.jpg,Metal,"A bell

Question: What is the main subject of the image?

"
eHPNqxKqEw4,30,"subway, metro, underground",train,https://img.youtube.com/vi/eHPNqxKqEw4/0.jpg,Tile,"Subway, metro, underground"
eHgiZetdvCo,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eHgiZetdvCo/0.jpg,Plastic,"A video of a person in a boat, with a kayak in the foreground."
eHhxY-VVTx4,9,car engine knocking,train,https://img.youtube.com/vi/eHhxY-VVTx4/0.jpg,Metal,A car engine
eHnNTryrtXo,50,wind noise,train,https://img.youtube.com/vi/eHnNTryrtXo/0.jpg,Plastic,A plane flying in the sky.
eHtmdR2qHJ0,73,stream burbling,train,https://img.youtube.com/vi/eHtmdR2qHJ0/0.jpg,Water,Pumping water
eHtmdR2qHJ0,96,stream burbling,train,https://img.youtube.com/vi/eHtmdR2qHJ0/0.jpg,Water,Pumping water
eI8Q0vJDLHw,100,sliding door,train,https://img.youtube.com/vi/eI8Q0vJDLHw/0.jpg,Wood,A video thumbnail of a table with a black surface.
eIFl607VNHM,24,printer printing,train,https://img.youtube.com/vi/eIFl607VNHM/0.jpg,Metal,'pumping water'
eIJY7gtVFP0,100,helicopter,train,https://img.youtube.com/vi/eIJY7gtVFP0/0.jpg,Metal,Helicopter
eIQrxWvvqKc,26,car engine knocking,train,https://img.youtube.com/vi/eIQrxWvvqKc/0.jpg,Metal,A car engine
eIc_-ehGVFo,13,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eIc_-ehGVFo/0.jpg,Water,Pumping water
eIcjHW51zQg,180,sailing,train,https://img.youtube.com/vi/eIcjHW51zQg/0.jpg,Plastic,Sailing
eIjVlkejJLI,85,basketball bounce,train,https://img.youtube.com/vi/eIjVlkejJLI/0.jpg,Plastic,Skateboarding
eIjVlkejJLI,108,basketball bounce,train,https://img.youtube.com/vi/eIjVlkejJLI/0.jpg,Plastic,Skateboarding
eIlpRmltF74,30,car passing by,train,https://img.youtube.com/vi/eIlpRmltF74/0.jpg,Plastic,Driving motorcycle
eIslICRKTpE,480,eating with cutlery,train,https://img.youtube.com/vi/eIslICRKTpE/0.jpg,Ceramic,A plate of food
eJ0CyvU8Hjg,30,machine gun shooting,train,https://img.youtube.com/vi/eJ0CyvU8Hjg/0.jpg,Dirt,A video of a person holding a gun.
eJAC4jWH9Rw,70,stream burbling,train,https://img.youtube.com/vi/eJAC4jWH9Rw/0.jpg,Water,Pumping water
eJGWz1Ucg9w,30,sliding door,train,https://img.youtube.com/vi/eJGWz1Ucg9w/0.jpg,Glass,"A video of a person sitting in a chair, looking out a large window."
eJJMxQVp42w,10,wind noise,train,https://img.youtube.com/vi/eJJMxQVp42w/0.jpg,Water,Pumping water
eJSpibgl0-c,30,"motorboat, speedboat acceleration",test,https://img.youtube.com/vi/eJSpibgl0-c/0.jpg,Water,Driving motorcycle
eJUkDEvvhx4,350,cap gun shooting,train,https://img.youtube.com/vi/eJUkDEvvhx4/0.jpg,Leaf,"A man wearing a hat and a plaid shirt, looking down at his shirt."
eJZdoY4z6Zc,11,driving buses,train,https://img.youtube.com/vi/eJZdoY4z6Zc/0.jpg,Tile,A bus driving down the street.
eJduA2U04tw,103,lighting firecrackers,train,https://img.youtube.com/vi/eJduA2U04tw/0.jpg,Dirt,A video of a person holding a cigarette lighter with a long cigarette lighter in their hand.
eJduA2U04tw,285,lighting firecrackers,train,https://img.youtube.com/vi/eJduA2U04tw/0.jpg,Dirt,A video of a person holding a cigarette lighter with a long cigarette lighter in their hand.
eJsVdyNPVh0,500,raining,test,https://img.youtube.com/vi/eJsVdyNPVh0/0.jpg,Wood,A video game
eJwNvNpCMN4,30,hair dryer drying,test,https://img.youtube.com/vi/eJwNvNpCMN4/0.jpg,Carpet,A hair dryer
eJwpRdfsHyk,20,stream burbling,train,https://img.youtube.com/vi/eJwpRdfsHyk/0.jpg,Rock,Pumping water
eK4ElzyrYwI,30,fireworks banging,train,https://img.youtube.com/vi/eK4ElzyrYwI/0.jpg,Plastic,Fireworks banging
eKKEFnTc12U,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eKKEFnTc12U/0.jpg,Water,Pumping water
eKMJbNVWnaQ,20,lawn mowing,train,https://img.youtube.com/vi/eKMJbNVWnaQ/0.jpg,Dirt,A red lawn mower.
eKTdfsYl2p4,30,"race car, auto racing",train,https://img.youtube.com/vi/eKTdfsYl2p4/0.jpg,Metal,"Race car, auto racing"
eKqpwwamjHA,520,people clapping,train,https://img.youtube.com/vi/eKqpwwamjHA/0.jpg,Plastic,A video of people performing tricks on a stage.
eLFdOdxau5o,430,people clapping,train,https://img.youtube.com/vi/eLFdOdxau5o/0.jpg,Plastic,Playing snare drum
eLNgLlctNq0,0,skateboarding,train,https://img.youtube.com/vi/eLNgLlctNq0/0.jpg,Metal,A man smoking a cigarette.
eLORtEEXw4s,80,people farting,train,https://img.youtube.com/vi/eLORtEEXw4s/0.jpg,Plastic,Pumping water
eLV5dgbCIcU,180,people clapping,train,https://img.youtube.com/vi/eLV5dgbCIcU/0.jpg,Metal,A man playing a guitar.
eLyQDSo2NAM,92,opening or closing drawers,train,https://img.youtube.com/vi/eLyQDSo2NAM/0.jpg,Plastic,A television is on in the room.
eLyQDSo2NAM,129,opening or closing drawers,train,https://img.youtube.com/vi/eLyQDSo2NAM/0.jpg,Plastic,A television is on in the room.
eMBYIs6qxvE,9,car engine knocking,train,https://img.youtube.com/vi/eMBYIs6qxvE/0.jpg,Metal,Driving motorcycle
eMPi5i4TOBU,7,driving buses,train,https://img.youtube.com/vi/eMPi5i4TOBU/0.jpg,Metal,A bus driving down the street.
eMQQRvh-BUI,30,door slamming,test,https://img.youtube.com/vi/eMQQRvh-BUI/0.jpg,Drywall,"A video of a person in a black costume, possibly a ghost or a monster, standing on a staircase."
eMWXZzvw5_I,77,sliding door,train,https://img.youtube.com/vi/eMWXZzvw5_I/0.jpg,Metal,A garage door
eN6PdVQkcYA,30,driving motorcycle,train,https://img.youtube.com/vi/eN6PdVQkcYA/0.jpg,Metal,A car engine starting
eN7yXg-gFhU,30,driving buses,train,https://img.youtube.com/vi/eN7yXg-gFhU/0.jpg,Metal,A bus driving down the street.
eNFNOqiEvv4,0,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eNFNOqiEvv4/0.jpg,Plastic,Pumping water
eNafHpQw7O4,10,toilet flushing,train,https://img.youtube.com/vi/eNafHpQw7O4/0.jpg,Ceramic,Toilet Flushing
eNkoz1dFPOk,20,horse clip-clop,train,https://img.youtube.com/vi/eNkoz1dFPOk/0.jpg,Dirt,A person riding a horse.
eNnmlTTG3b0,19,firing cannon,train,https://img.youtube.com/vi/eNnmlTTG3b0/0.jpg,Metal,A video of a US Army tank.
eNzFek-0Ano,47,playing snare drum,train,https://img.youtube.com/vi/eNzFek-0Ano/0.jpg,Metal,Skateboarding
eNzFek-0Ano,60,playing snare drum,train,https://img.youtube.com/vi/eNzFek-0Ano/0.jpg,Metal,Skateboarding
eOFVP7M3Bkk,290,car engine knocking,train,https://img.youtube.com/vi/eOFVP7M3Bkk/0.jpg,Plastic,A person pouring a drink into a cup.
eOFVP7M3Bkk,306,car engine knocking,train,https://img.youtube.com/vi/eOFVP7M3Bkk/0.jpg,Plastic,A person pouring a drink into a cup.
eOGQ7PNOwpo,230,chainsawing trees,train,https://img.youtube.com/vi/eOGQ7PNOwpo/0.jpg,Wood,Chainsawing trees
eONg_DTdnYQ,20,"subway, metro, underground",train,https://img.youtube.com/vi/eONg_DTdnYQ/0.jpg,Metal,"Subway, metro, underground"
eOTRoVjyFak,340,stream burbling,train,https://img.youtube.com/vi/eOTRoVjyFak/0.jpg,Rock,Pumping water
eOYNJFL1bRE,18,car engine knocking,train,https://img.youtube.com/vi/eOYNJFL1bRE/0.jpg,Metal,A motorcycle engine
eOYNJFL1bRE,35,car engine knocking,train,https://img.youtube.com/vi/eOYNJFL1bRE/0.jpg,Metal,A motorcycle engine
eP7b4e-GLXA,30,fire crackling,test,https://img.youtube.com/vi/eP7b4e-GLXA/0.jpg,Leaf,A pair of scissors.
ePIKNabrZmQ,71,horse clip-clop,train,https://img.youtube.com/vi/ePIKNabrZmQ/0.jpg,Wood,A man riding a horse.
ePIKNabrZmQ,188,horse clip-clop,train,https://img.youtube.com/vi/ePIKNabrZmQ/0.jpg,Wood,A man riding a horse.
ePQqY52W5Wc,29,people burping,train,https://img.youtube.com/vi/ePQqY52W5Wc/0.jpg,Tile,Avalon
eQ8CMCLS5rY,550,using sewing machines,test,https://img.youtube.com/vi/eQ8CMCLS5rY/0.jpg,Cloth,A sewing machine
eQDTRW-IGNk,183,splashing water,train,https://img.youtube.com/vi/eQDTRW-IGNk/0.jpg,Plastic,A girl is sleeping on a bed.
eQIBCrDRDGg,560,eating with cutlery,train,https://img.youtube.com/vi/eQIBCrDRDGg/0.jpg,Ceramic,A woman cooking in the kitchen.
eQNcha-DeYE,40,using sewing machines,train,https://img.youtube.com/vi/eQNcha-DeYE/0.jpg,Plastic,"A man is sitting in front of a sewing machine, working on a project."
eQOEcWtAbVs,130,"railroad car, train wagon",train,https://img.youtube.com/vi/eQOEcWtAbVs/0.jpg,Metal,A train on the tracks.
eQQa9oLAkKY,70,using sewing machines,train,https://img.youtube.com/vi/eQQa9oLAkKY/0.jpg,Cloth,A person sewing a garment.
eQWxddXUZ-A,0,using sewing machines,train,https://img.youtube.com/vi/eQWxddXUZ-A/0.jpg,Cloth,A sewing machine
eQhvLMKZiqk,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eQhvLMKZiqk/0.jpg,Plastic,Pumping water
eQncvms8N7c,30,driving buses,train,https://img.youtube.com/vi/eQncvms8N7c/0.jpg,Metal,A bus
eR-0s6JFitY,80,people farting,train,https://img.youtube.com/vi/eR-0s6JFitY/0.jpg,Drywall,A boy sitting on a bed.
eR3gLV8UpYs,40,driving motorcycle,train,https://img.youtube.com/vi/eR3gLV8UpYs/0.jpg,Metal,Driving motorcycle
eR9TsnHiAEk,30,hair dryer drying,test,https://img.youtube.com/vi/eR9TsnHiAEk/0.jpg,Metal,A person holding a hair dryer.
eR9XEhsi4JY,22,chainsawing trees,train,https://img.youtube.com/vi/eR9XEhsi4JY/0.jpg,Wood,Chainsawing trees
eR9YltOMkSY,72,playing snare drum,train,https://img.youtube.com/vi/eR9YltOMkSY/0.jpg,Metal,Playing snare drum
eRD4CgLbWqU,80,basketball bounce,train,https://img.youtube.com/vi/eRD4CgLbWqU/0.jpg,Plastic,Basketball bounce
eRF4KAXdn0w,120,church bell ringing,train,https://img.youtube.com/vi/eRF4KAXdn0w/0.jpg,Drywall,A church with a bell tower.
eRJ6xnoAOwQ,80,chainsawing trees,train,https://img.youtube.com/vi/eRJ6xnoAOwQ/0.jpg,Wood,A man cutting down a tree with a chainsaw.
eRMtvHQQB3A,1,raining,train,https://img.youtube.com/vi/eRMtvHQQB3A/0.jpg,Water,Pumping water
eRMtvHQQB3A,18,raining,train,https://img.youtube.com/vi/eRMtvHQQB3A/0.jpg,Water,Pumping water
eRlTCrFP1xc,3,sliding door,train,https://img.youtube.com/vi/eRlTCrFP1xc/0.jpg,Drywall,"A video of a person wearing a black jacket and a white jacket, with a black and white jacket, and a black jacket."
eRlTCrFP1xc,20,sliding door,train,https://img.youtube.com/vi/eRlTCrFP1xc/0.jpg,Drywall,"A video of a person wearing a black jacket and a white jacket, with a black and white jacket, and a black jacket."
eRqGdrLTZlA,30,"race car, auto racing",train,https://img.youtube.com/vi/eRqGdrLTZlA/0.jpg,Metal,"Race car, auto racing"
eRuIJ0-Yrys,30,firing cannon,train,https://img.youtube.com/vi/eRuIJ0-Yrys/0.jpg,Plastic,A video of a person holding a yellow rope or string.
eRuIJ0-Yrys,40,firing cannon,train,https://img.youtube.com/vi/eRuIJ0-Yrys/0.jpg,Plastic,A video of a person holding a yellow rope or string.
eRxLSqsJrYk,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eRxLSqsJrYk/0.jpg,Plastic,A yellow and black canoe.
eSEWJoWf_UE,330,lawn mowing,train,https://img.youtube.com/vi/eSEWJoWf_UE/0.jpg,Grass,A man is riding a lawn mower in a yard.
eS_arxkVWTA,90,wind rustling leaves,train,https://img.youtube.com/vi/eS_arxkVWTA/0.jpg,Leaf,A snake.
eSbNlb8Lbpw,45,"railroad car, train wagon",train,https://img.youtube.com/vi/eSbNlb8Lbpw/0.jpg,Metal,A train
eSpNKUjCYwY,20,splashing water,train,https://img.youtube.com/vi/eSpNKUjCYwY/0.jpg,Water,Pumping water
eSx_hVEDAYU,30,printer printing,train,https://img.youtube.com/vi/eSx_hVEDAYU/0.jpg,Metal,A cell phone
eTCu-6nF6mI,641,cap gun shooting,train,https://img.youtube.com/vi/eTCu-6nF6mI/0.jpg,Plastic,A video of toy guns and other toys.
eTId9Y9CmnE,210,"subway, metro, underground",train,https://img.youtube.com/vi/eTId9Y9CmnE/0.jpg,Metal,"Subway, metro, underground"
eTK7Y4uXxaQ,40,"subway, metro, underground",train,https://img.youtube.com/vi/eTK7Y4uXxaQ/0.jpg,Metal,"Subway, metro, underground"
eTqzRwMzk_U,30,car passing by,train,https://img.youtube.com/vi/eTqzRwMzk_U/0.jpg,Metal,Driving motorcycle
eTrLoLu3AFU,43,playing snare drum,train,https://img.youtube.com/vi/eTrLoLu3AFU/0.jpg,Metal,Playing snare drum
eTrLoLu3AFU,232,playing snare drum,train,https://img.youtube.com/vi/eTrLoLu3AFU/0.jpg,Metal,Playing snare drum
eTxfvfb9BeU,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eTxfvfb9BeU/0.jpg,Water,Pumping water
eTyoHCEB7Fw,10,horse clip-clop,train,https://img.youtube.com/vi/eTyoHCEB7Fw/0.jpg,Dirt,A video of a person riding a horse.
eU81vDsYU3I,154,people shuffling,train,https://img.youtube.com/vi/eU81vDsYU3I/0.jpg,Dirt,Pumping water
eU81vDsYU3I,220,people shuffling,train,https://img.youtube.com/vi/eU81vDsYU3I/0.jpg,Dirt,Pumping water
eUM6oUcxHUk,30,car passing by,train,https://img.youtube.com/vi/eUM6oUcxHUk/0.jpg,Metal,A car driving down the street.
eUPD022g5jw,30,driving motorcycle,train,https://img.youtube.com/vi/eUPD022g5jw/0.jpg,Metal,Driving motorcycle
eUzdjl65Uns,0,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/eUzdjl65Uns/0.jpg,Metal,A car engine
eV2F79aMs9Y,61,basketball bounce,train,https://img.youtube.com/vi/eV2F79aMs9Y/0.jpg,Plastic,A video of people playing basketball.
eV3xxM-Kfxc,130,thunder,train,https://img.youtube.com/vi/eV3xxM-Kfxc/0.jpg,Wood,A video of a stormy day in the mountains.
eV5JX81GzqA,150,skidding,test,https://img.youtube.com/vi/eV5JX81GzqA/0.jpg,Metal,"Race car, auto racing"
eV5pMDxa2ek,80,machine gun shooting,train,https://img.youtube.com/vi/eV5pMDxa2ek/0.jpg,Plastic,A video of a machine that dispenses balls.
eVAjqJIB3as,464,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/eVAjqJIB3as/0.jpg,Plastic,Vacuum cleaner cleaning floors
eVOTR_T2s7g,50,skidding,train,https://img.youtube.com/vi/eVOTR_T2s7g/0.jpg,Dirt,A car driving down the road.
eVdk9O_Pvws,20,skateboarding,train,https://img.youtube.com/vi/eVdk9O_Pvws/0.jpg,Metal,Skateboarding
eViKU5bFzYE,30,people running,train,https://img.youtube.com/vi/eViKU5bFzYE/0.jpg,Dirt,A man running on a trail.
eVvppsW3-Yo,10,stream burbling,train,https://img.youtube.com/vi/eVvppsW3-Yo/0.jpg,Water,Pumping water
eVxQJThAXuk,153,pumping water,train,https://img.youtube.com/vi/eVxQJThAXuk/0.jpg,Dirt,A solar panel system is being installed.
eW4U9FbrQFw,100,lawn mowing,train,https://img.youtube.com/vi/eW4U9FbrQFw/0.jpg,Grass,A red lawn mower.
eW6bMWsuPmI,30,driving motorcycle,train,https://img.youtube.com/vi/eW6bMWsuPmI/0.jpg,Dirt,A motorcycle race is taking place.
eW7NGJkBoAM,70,people clapping,train,https://img.youtube.com/vi/eW7NGJkBoAM/0.jpg,Metal,A man playing a drum set.
eW7_vMFcGRA,181,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/eW7_vMFcGRA/0.jpg,Water,A video of a man cleaning a swimming pool.
eW7_vMFcGRA,379,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/eW7_vMFcGRA/0.jpg,Water,A video of a man cleaning a swimming pool.
eWcp96t8jKY,30,machine gun shooting,train,https://img.youtube.com/vi/eWcp96t8jKY/0.jpg,Drywall,A video of a person holding a gun.
eWe5BYiWGSk,90,splashing water,train,https://img.youtube.com/vi/eWe5BYiWGSk/0.jpg,Water,Pumping water
eWgg76ouAgE,8,car engine knocking,train,https://img.youtube.com/vi/eWgg76ouAgE/0.jpg,Metal,A car engine starting
eWgg76ouAgE,19,car engine knocking,train,https://img.youtube.com/vi/eWgg76ouAgE/0.jpg,Metal,A car engine starting
eWhnIsEUblQ,150,skateboarding,train,https://img.youtube.com/vi/eWhnIsEUblQ/0.jpg,Dirt,Skateboarding
eX4xNyedp7M,510,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/eX4xNyedp7M/0.jpg,Water,Pumping water
eX89Gr6wp0E,10,toilet flushing,train,https://img.youtube.com/vi/eX89Gr6wp0E/0.jpg,Ceramic,Toilet Flushing
eX9Os6asMA8,210,printer printing,train,https://img.youtube.com/vi/eX9Os6asMA8/0.jpg,Plastic,A video of a device or machine that is not functioning properly.
eXBIe1xb2bM,30,people whistling,train,https://img.youtube.com/vi/eXBIe1xb2bM/0.jpg,Plastic,A woman singing into a microphone.
eXQO67yTvpw,5,car engine knocking,train,https://img.youtube.com/vi/eXQO67yTvpw/0.jpg,Metal,A car engine
eXQZvZbnxG0,0,car engine starting,train,https://img.youtube.com/vi/eXQZvZbnxG0/0.jpg,Grass,A car driving by a house.
eXUbdgwxCQw,155,cap gun shooting,train,https://img.youtube.com/vi/eXUbdgwxCQw/0.jpg,Metal,A gun
eXVxTGS5N4s,580,eating with cutlery,train,https://img.youtube.com/vi/eXVxTGS5N4s/0.jpg,Ceramic,A bowl of corn
eXj9OAik5cc,370,driving motorcycle,train,https://img.youtube.com/vi/eXj9OAik5cc/0.jpg,Metal,Driving motorcycle
eXmkZykclbI,70,"race car, auto racing",train,https://img.youtube.com/vi/eXmkZykclbI/0.jpg,Glass,Driving motorcycle
eXvyQRJUUGc,380,driving motorcycle,train,https://img.youtube.com/vi/eXvyQRJUUGc/0.jpg,Dirt,Driving motorcycle
eXxyv10DSi4,77,playing snare drum,train,https://img.youtube.com/vi/eXxyv10DSi4/0.jpg,Metal,Playing snare drum
eY-Z97PApDo,90,stream burbling,train,https://img.youtube.com/vi/eY-Z97PApDo/0.jpg,Wood,Pumping water
eY6YuT2Bwxc,30,printer printing,train,https://img.youtube.com/vi/eY6YuT2Bwxc/0.jpg,Paper,A printer
eY92cG6F4Ic,0,toilet flushing,train,https://img.youtube.com/vi/eY92cG6F4Ic/0.jpg,Ceramic,Toilet Flushing
eYIH4_H9rsM,400,driving motorcycle,train,https://img.youtube.com/vi/eYIH4_H9rsM/0.jpg,Metal,Driving motorcycle
eYSrcELEXy0,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/eYSrcELEXy0/0.jpg,Metal,"A tank
Question: What is the main subject of the image?
"
eYZfvk1S2p0,133,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/eYZfvk1S2p0/0.jpg,Plastic,A vacuum cleaner is shown in the image.
eYZfvk1S2p0,248,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/eYZfvk1S2p0/0.jpg,Plastic,A vacuum cleaner is shown in the image.
eYgbVaBSBtA,0,helicopter,train,https://img.youtube.com/vi/eYgbVaBSBtA/0.jpg,Dirt,Helicopter
eYonZUIaUBk,5,toilet flushing,train,https://img.youtube.com/vi/eYonZUIaUBk/0.jpg,Ceramic,Toilet Flushing
eYyynPOf9BE,159,car engine knocking,train,https://img.youtube.com/vi/eYyynPOf9BE/0.jpg,Metal,A car engine
eYyynPOf9BE,232,car engine knocking,train,https://img.youtube.com/vi/eYyynPOf9BE/0.jpg,Metal,A car engine
eYzuvqhKV3c,16,car engine knocking,train,https://img.youtube.com/vi/eYzuvqhKV3c/0.jpg,Metal,Driving motorcycle
eZ0vQculf78,180,"railroad car, train wagon",train,https://img.youtube.com/vi/eZ0vQculf78/0.jpg,Metal,A train on the tracks.
eZUWezkGUo8,120,people farting,train,https://img.youtube.com/vi/eZUWezkGUo8/0.jpg,Plastic,A boy playing with toy cars.
eZUfoLIVrJ8,220,opening or closing drawers,test,https://img.youtube.com/vi/eZUfoLIVrJ8/0.jpg,Drywall,A man is working on a construction site.
eZjZDRMMUoE,30,driving buses,train,https://img.youtube.com/vi/eZjZDRMMUoE/0.jpg,Metal,A bus driving down the street.
eZm24b1rKXQ,89,chainsawing trees,train,https://img.youtube.com/vi/eZm24b1rKXQ/0.jpg,Wood,A man cutting down a tree.
eZnOVrSzUDg,24,people burping,train,https://img.youtube.com/vi/eZnOVrSzUDg/0.jpg,Plastic,A man making a funny face.
eZnOVrSzUDg,86,people burping,train,https://img.youtube.com/vi/eZnOVrSzUDg/0.jpg,Plastic,A man making a funny face.
eZpdCU0u5sA,6,people burping,train,https://img.youtube.com/vi/eZpdCU0u5sA/0.jpg,Tile,Toilet Flushing
e_Oh_UNBc3E,60,playing snare drum,train,https://img.youtube.com/vi/e_Oh_UNBc3E/0.jpg,Metal,Playing snare drum
e__fLcx0hhY,19,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/e__fLcx0hhY/0.jpg,Plastic,「映像」（「映像」は「映像」という意味です。）
e__fLcx0hhY,98,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/e__fLcx0hhY/0.jpg,Plastic,「映像」（「映像」は「映像」という意味です。）
e_ddCEby2Qk,19,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/e_ddCEby2Qk/0.jpg,Plastic,"A video of people in a room, with a woman holding a piece of paper."
e_ddCEby2Qk,44,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/e_ddCEby2Qk/0.jpg,Plastic,"A video of people in a room, with a woman holding a piece of paper."
ea1IzhtPQyg,70,helicopter,train,https://img.youtube.com/vi/ea1IzhtPQyg/0.jpg,Metal,Helicopter
ea5R8TOVyik,5,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/ea5R8TOVyik/0.jpg,Metal,A car engine
eaEGvLqhuxw,0,skateboarding,train,https://img.youtube.com/vi/eaEGvLqhuxw/0.jpg,Metal,Skateboarding
eaEb3I_7JEk,240,playing snare drum,train,https://img.youtube.com/vi/eaEb3I_7JEk/0.jpg,Wood,Playing snare drum
eaHpZtEfqCg,30,basketball bounce,test,https://img.youtube.com/vi/eaHpZtEfqCg/0.jpg,Tile,Basketball bounce
eaLhdHS_3uU,130,driving motorcycle,test,https://img.youtube.com/vi/eaLhdHS_3uU/0.jpg,Metal,Driving motorcycle
eacxSDI56D8,117,machine gun shooting,train,https://img.youtube.com/vi/eacxSDI56D8/0.jpg,Metal,A gun
eacxSDI56D8,330,machine gun shooting,train,https://img.youtube.com/vi/eacxSDI56D8/0.jpg,Metal,A gun
eahfUXZrEN0,0,raining,train,https://img.youtube.com/vi/eahfUXZrEN0/0.jpg,Metal,A car driving down the road.
eb-cfefxqEA,30,toilet flushing,train,https://img.youtube.com/vi/eb-cfefxqEA/0.jpg,Ceramic,Toilet Flushing
eb0vbzIlhKA,100,eating with cutlery,train,https://img.youtube.com/vi/eb0vbzIlhKA/0.jpg,Ceramic,क्या है यह वीडियो?
eb0vbzIlhKA,216,eating with cutlery,train,https://img.youtube.com/vi/eb0vbzIlhKA/0.jpg,Ceramic,क्या है यह वीडियो?
ebG5yq45XNQ,370,wind noise,train,https://img.youtube.com/vi/ebG5yq45XNQ/0.jpg,Water,Pumping water
ebRLSVHIGEE,50,thunder,test,https://img.youtube.com/vi/ebRLSVHIGEE/0.jpg,Water,Pumping water
ebZP1H5SJNk,59,people burping,train,https://img.youtube.com/vi/ebZP1H5SJNk/0.jpg,Drywall,A pregnant woman
ebplVxmfe-E,1,people whistling,train,https://img.youtube.com/vi/ebplVxmfe-E/0.jpg,Plastic,A video of a woman wearing a hoodie and earrings.
ecIANBuBW34,72,people burping,train,https://img.youtube.com/vi/ecIANBuBW34/0.jpg,Plastic,Eating with cutlery
ecTDu-EX3WE,19,car engine knocking,train,https://img.youtube.com/vi/ecTDu-EX3WE/0.jpg,Metal,A motorcycle
ecTDu-EX3WE,40,car engine knocking,train,https://img.youtube.com/vi/ecTDu-EX3WE/0.jpg,Metal,A motorcycle
